iso3,year,sstran,deficit,debt
BGR,2000,12.1,0.1,70.7
BGR,2001,11.5,0.7,64.5
BGR,2002,11.6,-1.1,51.0
BGR,2003,11.0,0.0,43.4
BGR,2004,10.8,1.8,35.7
BGR,2005,10.2,1.6,26.6
BGR,2006,9.8,2.7,20.9
BGR,2007,9.1,0.0,16.3
BGR,2008,9.6,1.4,13.0
BGR,2009,11.3,-4.4,13.7
BGR,2010,11.8,-3.7,15.3
BGR,2011,11.0,-1.7,15.2
BGR,2012,11.0,-0.8,16.6
BGR,2013,11.8,-0.7,17.0
BGR,2014,12.2,-5.4,27.0
BGR,2015,11.9,-1.9,25.9
BGR,2016,11.5,0.3,29.1
BGR,2017,11.1,1.6,25.1
BGR,2018,10.9,1.7,22.1
BGR,2019,10.6,2.2,20.1
BGR,2020,11.7,-3.8,24.4
BGR,2021,11.6,-3.9,23.8
BGR,2022,12.0,-2.9,22.5
BGR,2023,12.4,-2.0,22.9
CAN,1980,7.90355927351379,-4.13985203775676,46.5927802276565
CAN,1981,6.90713925040314,-2.89229499562925,48.1470034985793
CAN,1982,8.45301547473988,-6.89832835713237,54.029441864458
CAN,1983,9.03502359274274,-7.99803472927684,59.7812880776308
CAN,1984,8.95546618295792,-7.93985099115558,62.917796808295
CAN,1985,8.94651688808804,-8.75732710433637,68.0936497547615
CAN,1986,9.06461842280159,-7.32164897556159,72.4376239896048
CAN,1987,8.89914614441721,-5.74576554490751,72.8944637430838
CAN,1988,8.66494176048901,-4.51096995664339,72.8775575441671
CAN,1989,8.6225149982355,-4.71828332928814,74.1756399075447
CAN,1990,9.339310798978,-5.91142212592074,77.6919084228491
CAN,1991,10.6900664459875,-8.35939826696097,87.8332452231705
CAN,1992,11.5731951071494,-9.19914926312156,92.6263438914531
CAN,1993,11.9077100598766,-8.93476494470823,104.027377492681
CAN,1994,11.2473673311683,-6.9359775345593,102.043001520256
CAN,1995,10.6186592209672,-5.48964011250317,104.13710091496
CAN,1996,10.2930333064289,-3.05256596040631,110.629842504483
CAN,1997,9.75393802801993,0.0387021653365324,104.777126248448
CAN,1998,9.65798662056588,0.142682776423957,102.20392792287
CAN,1999,9.18727249096413,1.65557624708932,92.9983024564279
CAN,2000,8.66825004904748,2.63970396113812,85.1467039638504
CAN,2001,8.95685002660451,0.529468967089921,85.8129401866072
CAN,2002,8.80083170393753,-0.233895789038062,84.0375339073498
CAN,2003,8.64070605468672,-0.126957864812588,80.5489871663371
CAN,2004,8.41673959801786,0.767669538252837,79.9345826367734
CAN,2005,8.22726665212896,1.55312009791853,77.8082288142151
CAN,2006,8.44091022073975,1.82760436294437,75.2711472106182
CAN,2007,8.51044679433668,1.81965580691923,71.3253988024043
CAN,2008,8.61577957334791,0.184425128889388,74.2430633882927
CAN,2009,9.78487068949059,-3.88135176862462,86.6159581603911
CAN,2010,9.70062087046712,-4.73755858174554,89.5657267977873
CAN,2011,9.26038139570015,-3.30873255346625,92.5796885454462
CAN,2012,9.17293718643981,-2.52451700716013,95.2032644465497
CAN,2013,9.21441852714185,-1.49470599769641,92.1978586377059
CAN,2014,8.96256349948719,0.174896160104426,93.1636604979302
CAN,2015,9.6284190287479,-0.061845591002195,99.6592212479546
CAN,2016,9.97770959277426,-0.453312334765877,99.4562424248409
CAN,2017,9.98598083471259,-0.112162665295115,96.1484433868173
CAN,2018,9.91297930155322,0.35989130799423,95.2518143290057
CAN,2019,10.0174492762894,-0.0172893498037443,96.698598654975
CAN,2020,15.6128702780916,-10.9490674961394,128.842927827493
CAN,2021,12.3450105646383,-2.9190071363219,118.957079173326
CAN,2022,10.0533508246403,0.108591758614206,102.01735406494
CAN,2023,10.2261905167683,-0.572690118735609,103.70974434156
CHE,1980,12.66659,,
CHE,1981,12.42456,,
CHE,1982,13.20798,,
CHE,1983,13.47706,,
CHE,1984,14.06463,,
CHE,1985,13.74644,,
CHE,1986,13.64701,,
CHE,1987,13.55596,,
CHE,1988,13.75135,,
CHE,1989,13.40233,,
CHE,1990,7.524785062,0.147762453305283,32.4558807612802
CHE,1991,8.090128593,-1.52453996664749,34.747100801942
CHE,1992,9.12074339,-2.81791490865485,40.1738441140824
CHE,1993,10.26281937,-3.29784650997234,44.8362148921633
CHE,1994,10.12433994,-2.52251509825766,47.5874728755611
CHE,1995,9.59328408197471,-1.85783142444236,49.7328525434607
CHE,1996,10.0771824276553,-2.01382532934755,52.2599115110088
CHE,1997,10.3571518009659,-2.33269202773538,54.4842133834604
CHE,1998,9.98716053110556,-1.30609263712649,57.447027002545
CHE,1999,9.82314207771791,-1.57224762906567,54.5160383634653
